,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,bedrooms_per_room
8236,-118.19,33.76,25.0,1442.0,392.0,632.0,385.0,4.6629,NEAR OCEAN,0.27184466019417475
18388,-121.89,37.23,20.0,7754.0,976.0,3094.0,941.0,8.19,<1H OCEAN,0.1258705184420944
18445,-121.81,37.25,25.0,4096.0,623.0,2128.0,618.0,6.2957,<1H OCEAN,0.152099609375
348,-122.17,37.75,41.0,1257.0,271.0,828.0,230.0,2.5043,NEAR BAY,0.21559268098647574
13412,-117.48,34.08,28.0,1922.0,382.0,1565.0,340.0,3.915,INLAND,0.1987513007284079
14428,-117.25,32.8,31.0,2182.0,630.0,1069.0,599.0,2.9781,NEAR OCEAN,0.2887259395050413
7374,-118.22,33.97,47.0,1688.0,386.0,1663.0,381.0,4.0609,<1H OCEAN,0.22867298578199052
10766,-117.9,33.63,26.0,1632.0,376.0,598.0,375.0,3.2125,<1H OCEAN,0.23039215686274508
17028,-122.26,37.52,34.0,483.0,131.0,291.0,157.0,3.0833,NEAR OCEAN,0.2712215320910973
18380,-121.86,37.21,23.0,2552.0,305.0,916.0,316.0,9.1974,<1H OCEAN,0.1195141065830721
728,-122.11,37.67,36.0,2110.0,389.0,952.0,370.0,3.8,NEAR BAY,0.1843601895734597
4433,-118.2,34.07,21.0,1353.0,380.0,1688.0,367.0,1.9937,<1H OCEAN,0.28085735402808576
436,-122.3,37.88,52.0,409.0,97.0,208.0,98.0,1.6971,NEAR BAY,0.2371638141809291
7449,-118.18,33.95,42.0,2608.0,610.0,2062.0,616.0,3.5341,<1H OCEAN,0.2338957055214724
6992,-118.02,33.95,38.0,2139.0,426.0,1138.0,412.0,4.2917,<1H OCEAN,0.19915848527349228
6598,-118.16,34.18,48.0,568.0,145.0,559.0,135.0,2.4135,<1H OCEAN,0.25528169014084506
5695,-118.25,34.23,34.0,2421.0,475.0,1232.0,454.0,4.6852,<1H OCEAN,0.19619991738950845
19095,-122.61,38.24,18.0,2933.0,481.0,1279.0,443.0,5.0849,<1H OCEAN,0.16399590862598024
8665,-118.39,33.84,16.0,2472.0,572.0,965.0,529.0,5.137,<1H OCEAN,0.2313915857605178
11785,-121.24,38.82,5.0,12259.0,1643.0,4819.0,1582.0,5.4498,INLAND,0.13402398238029203
11723,-120.06,39.25,21.0,2459.0,525.0,584.0,233.0,3.01,INLAND,0.2135014233428223
14988,-117.03,32.74,37.0,821.0,150.0,404.0,135.0,3.0125,NEAR OCEAN,0.18270401948842874
2494,-120.19,36.6,25.0,875.0,214.0,931.0,214.0,1.5536,INLAND,0.24457142857142858
3493,-118.48,34.28,35.0,1511.0,274.0,873.0,254.0,5.5608,<1H OCEAN,0.1813368630046327
308,-122.18,37.77,51.0,2107.0,471.0,1173.0,438.0,3.2552,NEAR BAY,0.2235405790223066
8819,-118.34,34.09,37.0,1442.0,501.0,998.0,503.0,2.4432,<1H OCEAN,0.3474341192787795
2896,-118.97,35.37,52.0,425.0,119.0,380.0,97.0,1.4125,INLAND,0.28
3187,-119.82,36.32,18.0,942.0,193.0,424.0,174.0,2.0673,INLAND,0.20488322717622082
18847,-122.38,41.43,45.0,2245.0,448.0,1155.0,421.0,1.6509,INLAND,0.19955456570155902
13654,-117.31,34.04,29.0,2481.0,383.0,1188.0,385.0,4.7344,INLAND,0.15437323659814592
16229,-121.33,37.97,43.0,1511.0,292.0,721.0,320.0,3.5703,INLAND,0.19324950363997354
13564,-117.29,34.15,42.0,1811.0,345.0,856.0,352.0,2.9667,INLAND,0.19050248481501933
12054,-117.57,33.88,35.0,1755.0,446.0,1453.0,428.0,2.316,INLAND,0.25413105413105413
7286,-118.24,33.98,45.0,173.0,42.0,230.0,57.0,3.0724,<1H OCEAN,0.24277456647398843
3879,-118.51,34.22,36.0,1952.0,387.0,1156.0,392.0,4.185,<1H OCEAN,0.19825819672131148
5012,-118.33,34.01,44.0,1762.0,463.0,786.0,445.0,1.9231,<1H OCEAN,0.26276958002270145
14203,-117.05,32.69,8.0,831.0,158.0,740.0,154.0,5.3908,NEAR OCEAN,0.1901323706377858
20295,-119.19,34.16,34.0,2610.0,466.0,1543.0,433.0,3.9722,NEAR OCEAN,0.178544061302682
1363,-122.14,38.02,44.0,1625.0,432.0,825.0,385.0,2.0523,NEAR BAY,0.26584615384615384
5884,-118.34,34.16,44.0,1717.0,391.0,848.0,353.0,3.6111,<1H OCEAN,0.22772277227722773
4620,-118.31,34.08,49.0,2549.0,630.0,1539.0,594.0,2.6218,<1H OCEAN,0.2471557473519027
4211,-118.25,34.1,42.0,4198.0,956.0,1935.0,878.0,3.7184,<1H OCEAN,0.22772748928060982
1833,-122.3,37.91,39.0,2686.0,569.0,1159.0,559.0,2.9441,NEAR BAY,0.2118391660461653
15934,-122.41,37.73,52.0,1931.0,358.0,1092.0,356.0,3.7835,NEAR BAY,0.18539616778871051
822,-122.06,37.63,23.0,1939.0,356.0,841.0,364.0,3.3611,NEAR BAY,0.18359979370809695
16552,-121.23,37.84,28.0,1347.0,241.0,713.0,225.0,4.0208,INLAND,0.1789161098737936
13133,-121.42,38.47,11.0,5665.0,1507.0,3422.0,1299.0,2.3343,INLAND,0.26601941747572816
12608,-121.5,38.5,29.0,2049.0,330.0,787.0,309.0,3.7414,INLAND,0.16105417276720352
6351,-117.94,34.14,33.0,1620.0,283.0,868.0,275.0,5.411,INLAND,0.17469135802469135
8928,-118.49,34.0,32.0,3407.0,1071.0,1463.0,986.0,3.0369,<1H OCEAN,0.3143528030525389
13329,-117.67,34.04,16.0,3260.0,501.0,1973.0,535.0,4.6563,INLAND,0.15368098159509203
752,-122.07,37.67,28.0,2932.0,739.0,1198.0,624.0,3.2417,NEAR BAY,0.2520463847203274
4107,-118.37,34.14,23.0,1883.0,512.0,774.0,478.0,3.5096,<1H OCEAN,0.27190653212958044
16715,-120.68,35.5,19.0,3369.0,673.0,1834.0,646.0,3.7672,<1H OCEAN,0.19976254081329772
11077,-117.85,33.8,34.0,1593.0,283.0,872.0,255.0,3.825,<1H OCEAN,0.17765222849968612
280,-122.18,37.8,34.0,1355.0,195.0,442.0,195.0,6.2838,NEAR BAY,0.14391143911439114
15536,-117.13,33.13,17.0,3164.0,652.0,1123.0,699.0,2.082,<1H OCEAN,0.20606826801517067
17765,-121.86,37.35,43.0,1536.0,371.0,1256.0,357.0,2.8,<1H OCEAN,0.24153645833333334
20334,-119.01,34.23,11.0,5785.0,1035.0,2760.0,985.0,4.693,<1H OCEAN,0.17891097666378566
17122,-122.13,37.47,25.0,1630.0,353.0,1546.0,371.0,5.0893,NEAR BAY,0.2165644171779141
17741,-121.74,37.3,12.0,1961.0,280.0,985.0,269.0,6.7159,<1H OCEAN,0.14278429372768994
1554,-121.98,37.8,16.0,2498.0,330.0,1027.0,343.0,8.155,<1H OCEAN,0.1321056845476381
7295,-118.21,33.97,35.0,1863.0,537.0,2274.0,510.0,2.1005,<1H OCEAN,0.2882447665056361
13103,-121.34,38.44,14.0,3205.0,465.0,1439.0,456.0,5.7452,INLAND,0.14508580343213728
5219,-118.24,33.95,37.0,649.0,147.0,653.0,147.0,1.4792,<1H OCEAN,0.22650231124807396
1565,-121.93,37.78,2.0,227.0,35.0,114.0,49.0,3.1591,<1H OCEAN,0.15418502202643172
6378,-118.06,34.17,38.0,2726.0,398.0,1059.0,380.0,7.2419,INLAND,0.14600146735143066
6123,-117.93,34.12,36.0,294.0,67.0,266.0,80.0,3.5385,INLAND,0.22789115646258504
5133,-118.26,33.97,46.0,1295.0,351.0,1120.0,323.0,1.7121,<1H OCEAN,0.27104247104247103
13013,-121.26,38.7,9.0,7812.0,1348.0,3275.0,1178.0,4.3826,INLAND,0.17255504352278545
16513,-121.22,37.81,17.0,2879.0,542.0,1802.0,530.0,3.6378,INLAND,0.18825981243487322
452,-122.27,37.88,37.0,2619.0,682.0,1152.0,616.0,2.52,NEAR BAY,0.26040473463153874
10416,-117.61,33.63,2.0,4678.0,817.0,1970.0,712.0,6.1078,<1H OCEAN,0.17464728516460026
3721,-118.43,34.2,28.0,3386.0,775.8575506917225,2240.0,737.0,3.0221,<1H OCEAN,0.22913690215349158
3231,-119.57,36.27,20.0,2673.0,452.0,1394.0,449.0,2.625,INLAND,0.16909839132061355
1308,-121.83,37.99,18.0,2741.0,449.0,1507.0,460.0,4.7566,INLAND,0.16380882889456402
18250,-122.08,37.39,39.0,2210.0,483.0,1023.0,450.0,4.5833,NEAR BAY,0.21855203619909502
2215,-119.84,36.84,12.0,2396.0,290.0,863.0,258.0,8.7716,INLAND,0.12103505843071787
497,-122.27,37.85,52.0,4076.0,920.0,1800.0,815.0,2.7054,NEAR BAY,0.22571148184494602
18538,-122.01,36.98,27.0,2820.0,730.0,1511.0,745.0,2.589,NEAR OCEAN,0.25886524822695034
5567,-118.28,33.88,19.0,2758.0,675.0,2047.0,591.0,2.6618,<1H OCEAN,0.24474256707759245
18814,-121.45,41.04,33.0,2029.0,378.0,936.0,343.0,2.67,INLAND,0.18629866929521932
13882,-117.26,34.43,11.0,4597.0,782.0,2534.0,776.0,3.3368,INLAND,0.1701109419186426
15460,-117.29,33.15,11.0,2560.0,445.0,952.0,448.0,4.0625,NEAR OCEAN,0.173828125
8645,-118.4,33.87,38.0,2398.0,431.0,911.0,392.0,5.2319,<1H OCEAN,0.1797331109257715
7159,-118.16,34.04,38.0,1076.0,286.0,1535.0,323.0,2.7026,<1H OCEAN,0.26579925650557623
5935,-117.87,34.15,24.0,5745.0,735.0,2061.0,679.0,8.2827,INLAND,0.1279373368146214
4174,-118.21,34.1,36.0,2000.0,533.0,1234.0,535.0,3.7437,<1H OCEAN,0.2665
16376,-121.29,38.03,7.0,2021.0,441.0,1615.0,406.0,2.5842,INLAND,0.2182088075210292
6167,-117.93,34.09,35.0,782.0,153.0,499.0,163.0,4.2062,<1H OCEAN,0.1956521739130435
5516,-118.39,33.97,38.0,993.0,175.0,374.0,180.0,6.2673,<1H OCEAN,0.17623363544813697
20213,-119.22,34.28,33.0,2467.0,377.0,1052.0,363.0,4.7333,NEAR OCEAN,0.15281718686663964
13829,-117.26,34.53,10.0,3103.0,520.0,1283.0,464.0,3.071,INLAND,0.1675797615211086
13877,-117.31,34.43,16.0,5130.0,1172.0,3126.0,1046.0,1.6784,INLAND,0.22846003898635478
12912,-121.32,38.62,29.0,2430.0,448.0,1087.0,394.0,3.0864,INLAND,0.18436213991769548
16557,-121.27,37.82,26.0,1170.0,238.0,830.0,216.0,2.6458,INLAND,0.20341880341880342
19500,-121.03,37.67,24.0,2162.0,459.0,1468.0,441.0,3.1857,INLAND,0.21230342275670674
9371,-122.53,37.92,42.0,1741.0,301.0,723.0,306.0,5.5379,NEAR BAY,0.17288914417001724
6011,-117.77,34.06,27.0,2178.0,629.0,2379.0,591.0,1.9766,INLAND,0.28879706152433426
19404,-120.98,37.71,22.0,434.0,89.0,195.0,86.0,2.4211,INLAND,0.20506912442396313
11911,-117.41,33.97,34.0,2316.0,365.0,956.0,389.0,4.337,INLAND,0.15759930915371329
20473,-118.76,34.26,26.0,1929.0,293.0,1067.0,320.0,5.4038,<1H OCEAN,0.1518921721099015
19561,-120.98,37.59,2.0,5042.0,834.0,2784.0,787.0,4.6484,INLAND,0.16541055136850455
393,-122.3,37.89,52.0,1248.0,283.0,620.0,275.0,4.0875,NEAR BAY,0.2267628205128205
12908,-121.29,38.63,24.0,2868.0,527.0,1284.0,487.0,3.3182,INLAND,0.18375174337517433
7837,-118.16,33.91,6.0,3445.0,847.0,2467.0,712.0,3.1507,<1H OCEAN,0.2458635703918723
14669,-117.12,32.78,4.0,2782.0,817.0,1309.0,787.0,4.2621,NEAR OCEAN,0.29367361610352266
18612,-122.07,37.08,21.0,5639.0,894.0,2670.0,871.0,6.0809,NEAR OCEAN,0.15853874800496542
11630,-118.03,33.82,17.0,1851.0,346.0,770.0,310.0,5.6093,<1H OCEAN,0.18692598595353863
14003,-116.9,34.52,20.0,3481.0,840.0,1694.0,587.0,1.4,INLAND,0.24130996839988508
10381,-117.63,33.63,6.0,3068.0,549.0,985.0,536.0,4.2009,<1H OCEAN,0.1789439374185137
17701,-121.82,37.29,16.0,2085.0,394.0,1705.0,391.0,5.0225,<1H OCEAN,0.18896882494004796
4022,-118.52,34.18,43.0,1700.0,380.0,930.0,349.0,3.675,<1H OCEAN,0.2235294117647059
9035,-117.84,34.63,5.0,6739.0,1251.0,4614.0,1266.0,4.002,INLAND,0.1856358510164713
19091,-122.61,38.23,18.0,2042.0,420.0,914.0,400.0,2.9871,<1H OCEAN,0.20568070519098922
3526,-118.51,34.27,36.0,2276.0,429.0,1001.0,419.0,4.1042,<1H OCEAN,0.18848857644991213
9630,-121.0,37.26,45.0,1750.0,371.0,847.0,354.0,1.7062,INLAND,0.212
7157,-118.16,34.04,45.0,332.0,70.0,302.0,60.0,3.1895,<1H OCEAN,0.21084337349397592
1962,-120.71,38.73,17.0,2146.0,396.0,862.0,351.0,2.9219,INLAND,0.18452935694315004
14853,-117.08,32.66,43.0,1004.0,236.0,839.0,235.0,2.81,NEAR OCEAN,0.2350597609561753
19210,-122.71,38.46,41.0,1974.0,482.0,965.0,458.0,2.905,<1H OCEAN,0.24417426545086118
1445,-121.99,37.97,28.0,2839.0,428.0,1372.0,443.0,6.2135,INLAND,0.1507573089115886
8498,-118.29,33.89,33.0,2138.0,567.0,1072.0,528.0,2.7428,<1H OCEAN,0.26520112254443406
8197,-118.14,33.8,43.0,2506.0,531.0,1230.0,543.0,3.4211,NEAR OCEAN,0.21189146049481244
16622,-120.85,35.37,21.0,1033.0,195.0,588.0,187.0,2.8173,NEAR OCEAN,0.1887705711519845
12818,-121.49,38.61,6.0,4391.0,974.0,1982.0,914.0,3.4291,INLAND,0.22181735367797767
7873,-118.14,33.88,30.0,2596.0,580.0,1662.0,539.0,4.0507,<1H OCEAN,0.22342064714946072
16907,-122.35,37.57,52.0,2059.0,345.0,800.0,308.0,4.97,NEAR OCEAN,0.16755706653715396
8211,-118.18,33.79,27.0,1580.0,510.0,1896.0,448.0,2.0186,NEAR OCEAN,0.3227848101265823
20511,-121.54,38.59,40.0,2120.0,504.0,1304.0,464.0,2.0368,INLAND,0.23773584905660378
2922,-119.02,35.36,47.0,1631.0,340.0,847.0,315.0,2.5062,INLAND,0.20846106683016555
7221,-118.16,34.02,47.0,1055.0,298.0,1303.0,302.0,2.6964,<1H OCEAN,0.2824644549763033
13491,-117.4,34.06,17.0,5451.0,1008.0,3533.0,940.0,3.9191,INLAND,0.1849201981287837
2149,-119.77,36.77,29.0,2554.0,705.0,2669.0,655.0,1.2176,INLAND,0.2760375880971026
14989,-117.02,32.73,22.0,5201.0,865.0,3280.0,817.0,4.7952,NEAR OCEAN,0.16631417035185542
17303,-119.53,34.38,22.0,2323.0,727.0,1301.0,478.0,2.7864,NEAR OCEAN,0.31295738269479123
1673,-122.26,38.03,25.0,2239.0,361.0,928.0,353.0,4.4474,NEAR BAY,0.16123269316659222
11314,-117.96,33.77,32.0,4398.0,905.0,2777.0,884.0,4.1321,<1H OCEAN,0.20577535243292405
19215,-122.71,38.45,52.0,2259.0,537.0,957.0,520.0,2.1827,<1H OCEAN,0.23771580345285526
18686,-121.76,37.0,21.0,1416.0,269.0,779.0,200.0,3.1987,<1H OCEAN,0.1899717514124294
13415,-117.42,34.06,27.0,2532.0,495.0,1305.0,436.0,2.9107,INLAND,0.19549763033175355
18458,-121.8,37.23,18.0,2581.0,358.0,1284.0,377.0,6.7385,<1H OCEAN,0.13870592793490896
966,-121.89,37.68,22.0,1898.0,239.0,734.0,245.0,6.2918,<1H OCEAN,0.12592202318229714
6659,-118.13,34.15,9.0,2099.0,625.0,1252.0,554.0,3.1875,<1H OCEAN,0.2977608384945212
18124,-122.02,37.33,25.0,3823.0,584.0,1689.0,571.0,7.3693,<1H OCEAN,0.15275961286947423
12994,-121.25,38.69,24.0,1014.0,185.0,606.0,194.0,4.1607,INLAND,0.18244575936883628
10348,-117.66,33.6,24.0,1684.0,232.0,781.0,230.0,6.8667,<1H OCEAN,0.1377672209026128
3646,-118.45,34.23,25.0,4393.0,1369.0,3781.0,1267.0,2.5833,<1H OCEAN,0.3116321420441612
8205,-118.16,33.78,33.0,2048.0,585.0,2074.0,597.0,2.0156,NEAR OCEAN,0.28564453125
7843,-118.18,33.9,32.0,778.0,227.0,933.0,209.0,2.7292,<1H OCEAN,0.2917737789203085
4260,-118.34,34.1,24.0,1996.0,791.0,1215.0,672.0,1.5429,<1H OCEAN,0.39629258517034066
3764,-118.41,34.17,27.0,3277.0,648.0,1382.0,615.0,3.875,<1H OCEAN,0.19774183704607873
4179,-118.22,34.09,36.0,1427.0,415.0,1835.0,410.0,2.48,<1H OCEAN,0.2908199018920813
19164,-122.69,38.34,16.0,1683.0,341.0,880.0,327.0,3.2857,<1H OCEAN,0.20261437908496732
5247,-118.44,34.09,36.0,3129.0,392.0,862.0,334.0,15.0001,<1H OCEAN,0.12527964205816555
7917,-118.07,33.87,28.0,2399.0,436.0,1613.0,429.0,3.6339,<1H OCEAN,0.18174239266360984
8342,-118.33,33.93,37.0,1831.0,356.0,925.0,338.0,4.4091,<1H OCEAN,0.19442927362097215
3637,-118.44,34.23,36.0,1730.0,387.0,1099.0,353.0,4.0368,<1H OCEAN,0.22369942196531792
6894,-118.11,34.05,23.0,3436.0,565.0,1729.0,529.0,5.9941,<1H OCEAN,0.16443538998835855
8487,-118.3,33.91,34.0,1617.0,493.0,1530.0,500.0,2.6182,<1H OCEAN,0.3048855905998763
11594,-118.08,33.8,29.0,3675.0,613.0,1457.0,591.0,6.0553,<1H OCEAN,0.16680272108843539
7263,-118.23,33.99,37.0,378.0,176.0,714.0,156.0,2.1912,<1H OCEAN,0.4656084656084656
7418,-118.22,33.94,41.0,928.0,249.0,1108.0,236.0,3.4323,<1H OCEAN,0.2683189655172414
8419,-118.34,33.93,32.0,1254.0,399.0,1281.0,386.0,2.2976,<1H OCEAN,0.3181818181818182
10844,-117.9,33.67,26.0,2507.0,393.0,1333.0,392.0,6.1601,<1H OCEAN,0.15676106900678102
13890,-116.14,34.45,12.0,8796.0,1721.0,11139.0,1680.0,2.2612,INLAND,0.19565711687130513
19755,-122.21,40.18,30.0,744.0,156.0,410.0,165.0,2.1898,INLAND,0.20967741935483872
16045,-122.45,37.71,45.0,2253.0,431.0,1382.0,392.0,4.2562,NEAR OCEAN,0.19130048823790502
14380,-117.25,32.74,36.0,3548.0,956.0,1648.0,866.0,2.6962,NEAR OCEAN,0.26944757609921083
12546,-121.5,38.54,44.0,1167.0,201.0,452.0,209.0,3.7344,INLAND,0.17223650385604114
8576,-118.42,33.9,43.0,1394.0,321.0,552.0,296.0,5.9596,<1H OCEAN,0.2302725968436155
5082,-118.3,33.98,44.0,1242.0,270.0,811.0,274.0,2.9375,<1H OCEAN,0.21739130434782608
5481,-118.45,33.99,52.0,1829.0,472.0,779.0,424.0,3.1607,<1H OCEAN,0.25806451612903225
10278,-117.82,33.88,18.0,1982.0,300.0,1027.0,324.0,7.0526,<1H OCEAN,0.15136226034308778
130,-122.21,37.84,34.0,3038.0,490.0,1140.0,496.0,7.0548,NEAR BAY,0.16129032258064516
2864,-118.91,35.37,32.0,4121.0,755.0,2590.0,721.0,3.3462,INLAND,0.18320795923319583
1259,-121.63,38.04,25.0,2019.0,411.0,888.0,326.0,3.2619,INLAND,0.20356612184249628
6170,-117.92,34.08,36.0,1285.0,228.0,679.0,231.0,3.8705,<1H OCEAN,0.177431906614786
2026,-119.76,36.71,29.0,1745.0,441.0,1530.0,391.0,1.5611,INLAND,0.25272206303724926
4905,-118.26,34.01,47.0,1269.0,323.0,1628.0,325.0,1.5089,<1H OCEAN,0.2545311268715524
4411,-118.25,34.09,52.0,104.0,20.0,32.0,17.0,3.75,<1H OCEAN,0.19230769230769232
19235,-122.64,38.48,19.0,3244.0,449.0,1174.0,454.0,5.8369,<1H OCEAN,0.13840937114673244
9118,-118.14,34.57,6.0,9882.0,1892.0,4892.0,1621.0,3.7636,INLAND,0.19145921878162314
15623,-122.41,37.8,52.0,3278.0,775.0,1279.0,709.0,5.4378,NEAR BAY,0.23642464917632702
9478,-123.36,39.41,46.0,1748.0,362.0,808.0,330.0,2.9183,<1H OCEAN,0.20709382151029748
18766,-122.26,40.58,14.0,2539.0,466.0,1271.0,438.0,3.9762,INLAND,0.183536825521859
19348,-122.85,38.62,16.0,4418.0,704.0,1908.0,697.0,4.5913,<1H OCEAN,0.1593481213218651
13388,-117.59,34.1,17.0,3646.0,1035.0,1987.0,895.0,2.3603,INLAND,0.2838727372462973
9608,-120.51,37.29,20.0,4927.0,1042.0,4205.0,1009.0,1.7679,INLAND,0.2114877207225492
10946,-117.88,33.74,25.0,1799.0,557.0,3416.0,538.0,3.0083,<1H OCEAN,0.3096164535853252
17002,-122.25,37.56,19.0,7976.0,1406.0,3437.0,1338.0,5.6396,NEAR BAY,0.17627883650952858
17474,-119.89,34.44,25.0,2786.0,470.0,1669.0,462.0,5.5184,NEAR OCEAN,0.16870064608758076
6451,-118.04,34.12,30.0,2170.0,318.0,984.0,309.0,5.6916,INLAND,0.14654377880184333
12955,-121.3,38.7,18.0,7334.0,1332.0,3339.0,1271.0,3.235,INLAND,0.18161985274065995
11696,-117.99,33.89,21.0,5195.0,1020.0,2539.0,988.0,4.5033,<1H OCEAN,0.19634263715110684
13925,-114.59,34.83,41.0,812.0,168.00671258579695,375.0,158.0,1.7083,INLAND,0.20690481845541495
16789,-122.46,37.66,15.0,6082.0,1284.0,3861.0,1198.0,5.4221,NEAR OCEAN,0.2111147648799737
5470,-118.47,33.99,24.0,1438.0,454.0,665.0,416.0,2.975,<1H OCEAN,0.3157162726008345
16320,-121.34,37.99,11.0,4487.0,868.0,2195.0,780.0,3.9615,INLAND,0.1934477379095164
4681,-118.34,34.08,52.0,2756.0,542.0,971.0,510.0,5.5871,<1H OCEAN,0.19666182873730043
12212,-117.19,33.53,6.0,108.0,18.0,43.0,17.0,3.475,<1H OCEAN,0.16666666666666666
20060,-119.26,35.87,24.0,1590.0,390.0,1686.0,372.0,1.6469,INLAND,0.24528301886792453
3676,-118.39,34.21,14.0,2807.0,868.0,2729.0,803.0,2.6667,<1H OCEAN,0.3092269326683292
2056,-119.67,36.65,20.0,2512.0,449.0,1464.0,450.0,3.9211,INLAND,0.1787420382165605
17402,-120.44,34.95,38.0,3004.0,794.0,2601.0,747.0,2.2743,<1H OCEAN,0.2643142476697736
10943,-117.88,33.74,31.0,1120.0,296.0,1718.0,268.0,2.8077,<1H OCEAN,0.2642857142857143
10899,-117.84,33.74,24.0,1752.0,407.0,910.0,427.0,3.3611,<1H OCEAN,0.23230593607305935
15900,-122.41,37.74,38.0,1754.0,382.0,928.0,354.0,4.1417,NEAR BAY,0.217787913340935
12165,-117.06,33.78,17.0,2813.0,565.0,1345.0,488.0,2.5847,INLAND,0.20085318165659438
10564,-117.75,33.72,10.0,2464.0,347.0,1241.0,366.0,8.7603,<1H OCEAN,0.14082792207792208
2112,-119.74,36.76,36.0,912.0,216.0,842.0,219.0,1.4766,INLAND,0.23684210526315788
10196,-117.94,33.86,35.0,1235.0,227.0,875.0,220.0,4.6964,<1H OCEAN,0.18380566801619433
9854,-121.89,36.59,32.0,784.0,112.0,262.0,114.0,6.918,NEAR OCEAN,0.14285714285714285
3239,-119.56,36.09,35.0,1648.0,285.0,792.0,265.0,3.2847,INLAND,0.1729368932038835
18663,-121.94,37.0,32.0,2210.0,426.0,1082.0,396.0,4.1587,NEAR OCEAN,0.19276018099547512
11947,-117.44,33.93,34.0,1577.0,272.0,880.0,284.0,4.6327,INLAND,0.17247939124920736
1055,-121.86,39.78,12.0,7653.0,1578.0,3628.0,1494.0,3.0905,INLAND,0.2061936495491964
6335,-117.96,33.99,25.0,2799.0,388.0,1348.0,389.0,6.2517,<1H OCEAN,0.13862093604858877
15040,-116.95,32.78,33.0,2432.0,443.0,1147.0,427.0,3.3906,<1H OCEAN,0.18215460526315788
10773,-117.9,33.65,27.0,3310.0,598.0,1402.0,563.0,6.632,<1H OCEAN,0.18066465256797584
1258,-121.63,38.03,17.0,2549.0,596.0,1169.0,500.0,3.6694,INLAND,0.2338171832091016
12964,-121.31,38.71,18.0,3998.0,744.0,2071.0,660.0,4.3836,INLAND,0.18609304652326164
8935,-118.5,33.99,22.0,3484.0,975.0,1268.0,952.0,3.2609,<1H OCEAN,0.2798507462686567
8118,-118.18,33.8,42.0,2301.0,621.0,2114.0,561.0,2.0579,NEAR OCEAN,0.26988265971316816
11672,-118.02,33.84,35.0,3473.0,563.0,2091.0,580.0,4.4821,<1H OCEAN,0.16210768787791535
8859,-118.4,34.07,22.0,2170.0,593.0,850.0,520.0,2.9107,<1H OCEAN,0.2732718894009217
6871,-118.09,34.07,45.0,593.0,133.0,481.0,128.0,2.5938,<1H OCEAN,0.224283305227656
17725,-121.8,37.32,20.0,2473.0,476.0,2228.0,501.0,5.6817,<1H OCEAN,0.19247877072381722
13390,-117.58,34.09,27.0,754.0,200.0,746.0,185.0,1.9531,INLAND,0.26525198938992045
19382,-120.86,37.77,38.0,1545.0,279.0,662.0,266.0,3.825,INLAND,0.18058252427184465
3765,-118.41,34.18,35.0,1975.0,384.0,882.0,406.0,4.375,<1H OCEAN,0.19443037974683544
16768,-122.49,37.69,35.0,2576.0,443.0,1273.0,433.0,4.7391,NEAR OCEAN,0.171972049689441
1713,-122.32,38.01,26.0,3054.0,492.0,1495.0,496.0,4.6944,NEAR BAY,0.16110019646365423
13402,-117.46,34.14,10.0,714.0,131.0,381.0,119.0,0.8926,INLAND,0.18347338935574228
15246,-117.31,33.0,30.0,1631.0,310.0,665.0,297.0,6.8443,NEAR OCEAN,0.1900674432863274
15153,-117.04,33.01,28.0,922.0,107.0,314.0,97.0,8.4721,<1H OCEAN,0.11605206073752712
17783,-121.83,37.37,43.0,1461.0,284.0,800.0,258.0,3.2279,<1H OCEAN,0.1943874058863792
7950,-118.15,33.86,36.0,1578.0,312.0,827.0,311.0,4.8942,<1H OCEAN,0.19771863117870722
14843,-117.08,32.69,36.0,1571.0,284.0,1001.0,268.0,3.6875,NEAR OCEAN,0.18077657542966263
8903,-118.48,34.04,36.0,2539.0,535.0,979.0,500.0,3.6667,<1H OCEAN,0.21071287908625444
8699,-118.35,33.87,34.0,2823.0,500.0,1429.0,483.0,5.5,<1H OCEAN,0.17711654268508678
10243,-117.86,33.91,16.0,2889.0,423.0,1227.0,401.0,6.4514,<1H OCEAN,0.14641744548286603
11676,-118.0,33.85,33.0,2053.0,418.0,1154.0,405.0,4.0455,<1H OCEAN,0.20360448124695568
3720,-118.42,34.2,27.0,3201.0,970.0,3403.0,948.0,2.2377,<1H OCEAN,0.30303030303030304
2548,-124.18,40.79,40.0,1398.0,311.0,788.0,279.0,1.4668,NEAR OCEAN,0.2224606580829757
6480,-118.04,34.09,32.0,1339.0,334.0,817.0,349.0,2.8333,INLAND,0.24943988050784166
2217,-119.83,36.83,14.0,2351.0,341.0,1128.0,363.0,6.9903,INLAND,0.14504466184602297
10162,-117.96,33.88,25.0,3578.0,461.0,1588.0,466.0,6.2556,<1H OCEAN,0.12884292901062047
4457,-118.18,34.09,44.0,1688.0,426.0,1605.0,384.0,3.3785,<1H OCEAN,0.2523696682464455
2296,-119.75,36.8,30.0,3308.0,662.0,1894.0,648.0,2.197,INLAND,0.20012091898428053
12989,-121.26,38.68,4.0,3080.0,827.0,1195.0,683.0,2.7477,INLAND,0.2685064935064935
4747,-118.34,34.05,39.0,975.0,292.0,723.0,285.0,2.2725,<1H OCEAN,0.2994871794871795
16141,-122.46,37.78,52.0,3088.0,727.0,1636.0,662.0,2.8553,NEAR BAY,0.23542746113989638
